Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
13.261308,6.892866211,3.084186401,3.430416412,8.294068189
13.271116,6.905739441,3.649411011,4.358037415,8.944267888
13.280923,7.045249329,4.957391052,5.379662933,10.15637915
13.29073,6.735543365,7.027885437,6.073769531,11.473857
13.300537,6.41910141,9.21214325,5.892346802,12.68022859
13.310344,6.502627716,11.08370132,4.956343231,13.77308754
13.320151,6.788084106,11.72826096,4.262236633,14.20552188
13.329959,6.312672729,13.48351089,1.494941254,14.96294598
13.339767,4.946014709,17.67554352,-0.812660065,18.37248803
13.349573,3.784729614,20.8023912,-1.868264923,21.22625902
13.35938,3.176993408,19.28724197,-4.334685974,20.02200021
13.369185,1.987716522,17.46957184,-8.094567261,19.35610953
13.378992,0.917142792,16.46905243,-10.68298462,19.65189556
13.3888,0.260308685,15.33276535,-13.16212921,20.20898561
13.398608,-0.177231445,12.5570874,-14.65183136,19.29735778
13.408414,-0.196690979,9.954898682,-15.54696991,18.46204129
13.418221,-0.161663818,7.602839813,-15.2869606,17.07397062
13.428029,-0.097447357,4.989574127,-14.31667831,15.16155084
13.437837,-2.135159912,1.329086151,-13.53530319,13.76698262
13.447624,-10.62445633,-0.71611084,-14.41352692,17.92042536
13.457454,-10.20907013,-4.810995483,-17.83496201,21.10584422
13.467258,-4.157753906,-5.11680954,-14.49495758,15.92395845
13.477067,0.360001373,1.779349823,-14.16998337,14.28580118
13.486875,-4.046684875,6.648873596,-11.99934723,14.30270997
13.496683,-4.761448517,7.354206848,-12.05353455,14.90112229
13.50649,-5.697751465,8.963360596,-11.42304565,15.59782603
13.516299,-6.358028412,10.43270508,-9.532626801,15.49634906
13.526105,-6.263125763,9.309440918,-8.226293335,13.91274008
13.535913,-5.400170288,6.607858887,-6.810088348,10.91800996
13.545722,-4.573738861,4.130510559,-5.328020325,8.146656076
13.55553,-3.656895447,2.445913696,-4.773872681,6.491936421
13.565338,-3.190315704,1.983824615,-4.722828827,6.034797969
13.575147,-2.873873749,2.187550964,-4.854405212,6.050601583
13.584955,-3.006198578,2.74379425,-5.163213043,6.574527033
13.594762,-3.088826752,3.520229645,-5.75208847,7.417505593
13.604572,-2.467169495,3.991449738,-6.56534729,8.069843949
13.61438,-2.797083435,3.899989929,-7.873177643,9.220657427
13.624185,-1.995799713,4.38662796,-7.280110931,8.730735165
13.633997,-2.352807312,5.859864349,-8.065677338,10.24347907
13.643806,-2.33664093,5.886808319,-8.352331238,10.48216772
13.653615,-2.670746155,4.498445435,-6.691983948,8.494206585
13.663422,-3.373983765,4.603826294,-7.135511627,9.137532992
13.67323,-3.519780579,5.043013,-7.250173187,9.507147137
13.683038,-3.697610779,4.368964691,-6.028862915,8.313084024
13.692845,-3.549568634,2.873125305,-4.773573303,6.606155356
13.702653,-2.407294006,2.530188446,-3.992497559,5.304427845
13.71246,-1.54329071,2.470911713,-3.656147003,4.674886289
13.722268,-0.925675049,1.770069122,-3.027154999,3.626801122
13.732074,-0.111368408,0.351618805,-1.722168732,1.761222259
13.741882,0.700094147,-0.819396057,-0.655636597,1.261507455
13.751688,0.723894653,-1.498533783,0.227227478,1.67966047
13.761495,-0.199535065,-1.26022934,4.889282684,5.053026558
13.771301,0.548459473,-3.105741577,3.659889221,4.831275986
13.781108,0.405357056,-3.265309753,6.143973541,6.969574808
13.790916,0.680335236,-4.474794617,8.811127167,9.905685481
13.800724,0.861009521,-4.394411774,8.939859467,9.998663886
13.810533,1.114582214,-3.885769501,9.31033905,10.15006952
13.820341,1.128203888,-3.462000732,9.63561264,10.30064678
13.830149,1.516496429,-2.901416473,10.39962387,10.90275908
13.839957,1.813329163,-1.821112976,10.77953384,11.08164992
13.849764,1.97978302,-1.343007202,11.05301514,11.30895012
13.859571,2.45714035,-1.555265808,11.54968231,11.91014492
13.869376,3.058739319,-1.325792999,13.09896057,13.51652253
13.879182,3.052302704,-0.150287476,14.50603455,14.82444523
13.88899,3.057242432,1.517394562,12.97322205,13.41468255
13.898797,2.881058807,2.264490967,11.10899872,11.69778918
13.908604,2.871927795,2.062710571,11.82211578,12.33957721
13.918413,3.132685547,1.85224823,13.37633377,13.86257001
13.928217,2.872077484,1.686991882,13.46345261,13.86936649
13.938026,2.541864166,1.793869629,12.98594559,13.35341995
13.947833,2.157912598,2.221230927,12.94642776,13.31166577
13.957641,1.338965607,2.235750732,13.45132782,13.70144629
13.967449,-0.079335022,1.738335114,13.63379837,13.74440108
13.977259,-1.220112762,1.261277161,13.16826645,13.28468052
13.987066,-2.117646332,0.922980652,12.80137939,13.00813721
13.996873,-2.189945984,0.366587677,13.00765045,13.19580313
14.006683,-1.781595154,-0.268391876,14.59000992,14.70083348
14.016489,-0.760418701,-0.638721771,16.02687195,16.05760961
14.026298,0.093705139,-0.52885025,16.36007904,16.36889274
14.036105,0.607137451,-0.299976196,15.37258255,15.38749154
14.045914,0.377664642,-0.179177399,14.22970917,14.23584764
14.055717,-0.285755768,-0.271235962,13.68544098,13.69111099
14.065533,-0.641865234,-0.165705414,13.98706375,14.00276407
14.075341,-1.055904236,0.343535614,14.0527771,14.09657741
14.08513762,-0.589025116,0.463286591,12.74704239,12.76905144
14.09494563,0.246537323,0.446820831,12.23256226,12.24320256
14.10475262,0.608035583,0.828527069,13.0202243,13.06071994
14.11456063,0.395776978,1.602417755,13.97853149,14.07564296
14.12436963,-0.006586304,2.115251312,13.96041916,14.11976043
14.13417763,-0.353714447,2.076931,13.49039658,13.6539209
14.14398563,-0.733774109,2.009720764,12.81155823,12.98897325
14.15379463,-0.983604584,1.714384918,11.85295166,12.01661586
14.16360063,-0.905167694,1.263522491,11.14312775,11.251005
14.17340763,-0.579744415,0.87403244,10.4788092,10.53116701
14.18321362,-0.305215302,1.072220306,9.909992065,9.972499963
14.19302063,-0.018411713,1.99849411,9.821226654,10.02251519
14.20282862,0.345331879,2.734214172,9.952054596,10.32659537
14.21263863,0.098794556,2.871628418,9.378447418,9.808735194
14.22244462,-0.305065613,0.91145462,9.188791809,9.23892361
14.23224963,-0.122295685,-0.623902588,9.141639862,9.163721408
14.24205962,0.431702271,-0.620609436,8.438252563,8.472049885
14.25186763,0.492775269,-0.113913116,7.77752655,7.793954253
14.26167662,-0.048648834,-0.017812958,7.482490082,7.482669432
14.27148463,-0.42825943,-0.11346405,7.563771057,7.576734972
14.28129263,-0.63063858,-0.066461792,7.908953247,7.934334481
14.29110063,-0.572858734,0.182021484,8.093968506,8.116256842
14.30090863,-0.606838074,0.457299042,8.388555908,8.42290004
14.31071763,-1.372346191,-0.305514679,8.438851318,8.555167144
14.32052663,-0.619411926,-1.553619232,8.26311676,8.430688136
14.33033463,-0.251027985,-1.901944885,7.842192078,8.073437061
14.34014263,-1.498683472,-2.017953644,7.865543518,8.257418718
14.34994963,-2.813698883,-1.615290985,8.835526428,9.412363871
14.35975363,-3.277733917,-1.326541443,9.97031662,10.57877428
14.36956363,-3.329825592,-1.075064392,10.61128372,11.17330945
14.37937063,-3.381468201,-1.041234741,12.73970764,13.22190031
14.38917863,-3.438649292,-1.074615326,14.14109344,14.5927938
14.39898663,-2.90411087,-1.243464203,12.49840942,12.89148173
14.40879463,-2.490970001,-1.822310486,13.02845718,13.38904192
14.41860263,-2.933749237,-2.755769348,14.45933167,15.00911128
14.42841162,-3.656895447,-2.476300507,16.08689713,16.6821224
14.43822063,-4.616400146,-2.74499176,15.4143457,16.3232406
14.44802762,-4.150718536,-2.963237915,15.32453247,16.15086805
14.45783663,-3.673211517,-3.288361816,15.3546199,16.12669088
14.46764563,-3.232228546,-2.984344025,15.0335376,15.66399896
14.47745363,-2.918331299,-2.611469421,14.3792482,14.90299329
14.48726163,-2.794239349,-2.464475098,13.58904144,14.090545
14.49707163,-3.477418671,-1.889969788,12.41682907,13.03234709
14.50685862,-3.253484344,-2.471809845,11.87794968,12.56107849
14.51668463,-2.833607483,-2.245929565,10.54332504,11.14608604
14.52650163,-3.100801849,-1.977986755,9.748627625,10.41936391
14.53629763,-3.599714355,-2.536475372,8.96635437,9.989352404
14.54611863,-3.48924408,-3.509601746,8.211773529,9.587771021
14.55592763,-3.491190033,-3.24465271,7.925718384,9.248415592
14.56573763,-3.991300049,-3.043022003,7.522756348,9.043357897
14.57552863,-4.540058899,-3.41664505,7.390880585,9.322591594
14.58535563,-4.464166718,-3.849245453,7.500003662,9.539157718
14.59516463,-4.317771149,-3.764970703,6.964567108,9.017945835
14.60497263,-4.28603714,-3.142714691,6.337071991,8.270746726
14.61478062,-4.45802948,-1.707948303,5.525759125,7.302405642
14.62458663,-4.464615784,-0.546513519,4.6382547,6.46102761
14.63439562,-3.350482635,0.60608963,4.684508514,5.791174195
14.64420363,-2.577939148,1.327589264,6.167624359,6.815266227
14.65401162,-2.589914246,1.401385803,7.696544952,8.240651805
14.66382063,-2.501897278,1.039288788,7.736811218,8.197430024
14.67363063,-2.696193237,0.354163513,6.72566391,7.254615413
14.68343863,-2.38229599,-0.879570923,6.683302002,7.149510811
14.69324763,-1.887874146,-1.288969574,7.825876007,8.152904184
14.70305463,-1.506616974,-0.807121582,8.333919525,8.507382359
14.71285962,-1.192869415,-0.193397827,8.409512329,8.495895349
14.72267163,-0.724194031,0.134270782,8.741072845,8.772048799
14.73247963,-1.149309998,0.176333313,9.076525269,9.150700403
14.74228862,-0.921184387,0.273930359,8.98746048,9.038698158
14.75209763,-0.54292099,0.181273041,8.98865799,9.006863803
14.76190562,-0.673000488,-0.075443115,9.31393158,9.338519304
14.77171363,-0.590072937,-0.055833893,9.699529724,9.717622156
14.78152163,-0.440384216,-0.088765411,10.05893234,10.0689591
14.79133063,-0.425115967,0.027692413,10.08901978,10.09801022
14.80113963,-0.646804962,-0.207618256,10.08662476,10.10947382
14.81094863,-0.735720062,-0.373473358,10.27358597,10.30666459
14.82075763,-1.244661713,-0.507893829,9.98318985,10.07329234
14.83056562,-1.889969788,-0.429756317,9.860145721,10.04883824
14.84037563,-2.47121109,-0.369880829,9.619895325,9.939118781
14.85018363,-2.678080902,-0.388891296,9.355694733,9.739218536
14.85999263,-2.762505341,-0.305664368,9.291927338,9.698699919
14.86980063,-2.79768219,-0.15911911,9.092392273,9.514407064
14.87960963,-2.766846313,0.205372925,8.958570557,9.378358224
14.88941563,-2.658771057,0.365539856,8.927135925,9.321825934
14.89922862,-2.458188171,0.361947327,8.781788177,9.12652719
14.90903763,-2.255809021,0.357007599,8.521479492,8.822229962
14.91884663,-2.334545288,0.31240036,8.328530731,8.655178787
14.92865662,-2.512375488,0.571511536,8.248147888,8.64121517
14.93846563,-2.627037048,0.526754608,8.330027618,8.750323091
14.94827362,-2.631976776,0.373772736,8.327632599,8.741651589
14.95808363,-2.654579773,0.335003357,8.369844818,8.787111203
14.96789263,-2.655328217,0.324824524,8.367599487,8.784816452
14.97770262,-2.816842346,0.350870361,8.612639923,9.068366846
14.98751263,-3.070415039,0.515677643,8.987759857,9.511740072
14.99732263,-2.890339508,0.764460297,9.430688782,9.893247845
15.00713063,-2.7391539,0.712817688,10.10623398,10.49509592
15.01693763,-2.591860199,0.828976135,10.84330124,11.17954035
15.02674862,-2.472109222,0.753982086,11.59339142,11.87798542
15.03655863,-2.466121674,0.478405151,12.25426712,12.50910429
15.04636763,-2.68646347,0.383053436,12.74090515,13.02668338
15.05617663,-2.919528809,0.295485535,12.81530045,13.14697249
15.06598663,-3.438948669,0.302969971,12.91963348,13.37292369
15.07579662,-3.617527313,0.603095856,12.72683441,13.24471754
15.08560563,-3.617826691,0.640667725,12.33764374,12.87309513
15.09541463,-3.616479492,0.707279205,12.31698669,12.85641198
15.10522263,-3.447780304,0.623752899,12.43329483,12.91754919
15.11501763,-3.323239288,0.509241028,12.20711517,12.66163128
15.12483963,-3.292403412,0.514629822,12.11011688,12.56024263
15.13464763,-3.180136871,0.330213318,11.5776741,12.0110303
15.14445662,-3.066373444,0.268242188,10.96948883,11.39316836
15.15426663,-2.860102386,0.00583786,10.40531204,10.79123433
15.16407362,-2.408790894,0.120798798,9.735604706,10.02989855
15.17388263,-2.436034241,0.534388733,8.842412109,9.187387335
15.18369363,-2.071841583,0.571511536,8.282276917,8.556591839
15.19349963,-1.927841034,0.74769516,7.818241882,8.087059122
